ApplNo,Form,Dosage,drugname,activeingred
7335,INJECTABLE; INJECTION,500MG/ML,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
7336,TABLET; ORAL,2MG,VERILOID,ALKAVERVIR
7336,TABLET; ORAL,3MG,VERILOID,ALKAVERVIR
7337,TABLET; ORAL,325MG;2.25MG;0.19MG,PERCODAN-DEMI,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
7337,TABLET; ORAL,325MG;4.5MG;0.38MG,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
7337,TABLET; ORAL,325MG;4.8355MG,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE
7390,TABLET; ORAL,50MG,BANTHINE,METHANTHELINE BROMIDE
7392,INJECTABLE; INJECTION,50MG/ML,SECONAL SODIUM,SECOBARBITAL SODIUM
7409,TABLET; ORAL,20MG,BENTYL,DICYCLOMINE HYDROCHLORIDE
7409,CAPSULE; ORAL,10MG,BENTYL,DICYCLOMINE HYDROCHLORIDE
7413,INJECTABLE; INJECTION,50MG/VIAL,PROTAMINE SULFATE,PROTAMINE SULFATE
7413,INJECTABLE; INJECTION,250MG/VIAL,PROTAMINE SULFATE,PROTAMINE SULFATE
7504,INJECTABLE; INJECTION,25 UNITS/VIAL,ACTHAR,CORTICOTROPIN
7504,INJECTABLE; INJECTION,40 UNITS/VIAL,ACTHAR,CORTICOTROPIN
7513,INJECTABLE; INJECTION,EQ 1MG BASE/ML,LEVOPHED,NOREPINEPHRINE BITARTRATE
7517,TABLET; ORAL,5MG,TAPAZOLE,METHIMAZOLE
7517,TABLET; ORAL,10MG,TAPAZOLE,METHIMAZOLE
7529,INJECTABLE; INJECTION,80MG/ML,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE
7600,INJECTABLE; INJECTION,1GM/VIAL,SURITAL,THIAMYLAL SODIUM
7600,INJECTABLE; INJECTION,5GM/VIAL,SURITAL,THIAMYLAL SODIUM
7600,INJECTABLE; INJECTION,10GM/VIAL,SURITAL,THIAMYLAL SODIUM
7638,"TABLET, EXTENDED RELEASE; ORAL",8MG,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
7638,"TABLET, EXTENDED RELEASE; ORAL",12MG,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
7707,TABLET; ORAL,500MG,PHENURONE,PHENACEMIDE
7750,TABLET; ORAL,25MG,CORTONE,CORTISONE ACETATE
7757,SOLUTION/DROPS; OPHTHALMIC,EQ 4% BASE,GANTRISIN,SULFISOXAZOLE DIOLAMINE
7794,TABLET; ORAL,200MG,NEOTHYLLINE,DYPHYLLINE
7794,TABLET; ORAL,400MG,NEOTHYLLINE,DYPHYLLINE
7794,ELIXIR; ORAL,160MG/15ML,NEOTHYLLINE,DYPHYLLINE
7842,INJECTABLE; INJECTION,20MG/ML,FLAXEDIL,GALLAMINE TRIETHIODIDE
7842,INJECTABLE; INJECTION,100MG/ML,FLAXEDIL,GALLAMINE TRIETHIODIDE
7865,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
7883,TABLET; ORAL,500MG,ANTABUSE,DISULFIRAM
7883,TABLET; ORAL,250MG,ANTABUSE,DISULFIRAM
7898,TABLET; ORAL,500MG,BENEMID,PROBENECID
7935,TABLET; ORAL,12.5MG,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
7935,TABLET; ORAL,25MG,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
7935,TABLET; ORAL,50MG,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
7936,LOTION/SHAMPOO; TOPICAL,2.50%,SELSUN,SELENIUM SULFIDE
7942,INJECTABLE; INJECTION,5MG/ML,SUS-PHRINE SULFITE-FREE,EPINEPHRINE
7942,INJECTABLE; INJECTION,1.5MG/AMP,SUS-PHRINE SULFITE-FREE,EPINEPHRINE
7953,SOLUTION/DROPS; OPHTHALMIC,0.12%;0.1%,PREFRIN-A,PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE
7959,INJECTABLE; INJECTION,10MG/ML,TENSILON,EDROPHONIUM CHLORIDE
7959,INJECTABLE; INJECTION,10MG/ML,TENSILON PRESERVATIVE FREE,EDROPHONIUM CHLORIDE
7961,SYRUP; ORAL,10MG/5ML,BENTYL,DICYCLOMINE HYDROCHLORIDE
7984,CAPSULE; ORAL,25MG,AMBODRYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE
8032,TABLET; ORAL,500MG,TELEPAQUE,IOPANOIC ACID
8041,INJECTABLE; INJECTION,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,EVANS BLUE,EVANS BLUE
8048,OINTMENT; TOPICAL,5%,XYLOCAINE,LIDOCAINE
8085,TABLET; ORAL,EQ 2.5MG BASE,METHOTREXATE SODIUM,METHOTREXATE SODIUM
8102,CAPSULE; ORAL,12MG,TACE,CHLOROTRIANISENE
8107,INJECTABLE; INJECTION,EQ 3MG BASE/ML,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,INJECTABLE; INJECTION,EQ 50MG BASE/VIAL,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,FOR SOLUTION; ORAL,EQ 60MG BASE/VIAL,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,INJECTABLE; INJECTION,EQ 100MG BASE/VIAL,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,INJECTABLE; INJECTION,EQ 350MG BASE/VIAL,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8114,TABLET; ORAL,100MG,PRANTAL,DIPHEMANIL METHYLSULFATE
8126,TABLET; ORAL,25MG,CORTISONE ACETATE,CORTISONE ACETATE
8126,INJECTABLE; INJECTION,25MG/ML,CORTISONE ACETATE,CORTISONE ACETATE
8126,TABLET; ORAL,5MG,CORTISONE ACETATE,CORTISONE ACETATE
8126,TABLET; ORAL,10MG,CORTISONE ACETATE,CORTISONE ACETATE
8173,CREAM; TOPICAL,20%,BENOQUIN,MONOBENZONE
8228,INJECTABLE; INJECTION,25MG/ML,HYDROCORTONE,HYDROCORTISONE ACETATE
8228,INJECTABLE; INJECTION,50MG/ML,HYDROCORTONE,HYDROCORTISONE ACETATE
8248,INJECTABLE; INJECTION,EQ 30MG BASE/ML,WYAMINE SULFATE,MEPHENTERMINE SULFATE
8248,INJECTABLE; INJECTION,EQ 15MG BASE/ML,WYAMINE SULFATE,MEPHENTERMINE SULFATE
8278,INJECTABLE; INJECTION,5MG/VIAL,REGITINE,PHENTOLAMINE MESYLATE
8284,TABLET; ORAL,25MG,CORTISONE ACETATE,CORTISONE ACETATE
8284,TABLET; ORAL,5MG,CORTISONE ACETATE,CORTISONE ACETATE
8303,TABLET; ORAL,25MG,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,TABLET; ORAL,50MG,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,INJECTABLE; INJECTION,20MG/ML,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,TABLET; ORAL,10MG,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,TABLET; ORAL,100MG,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8306,SYRUP; ORAL,10MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,PHENERGAN W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
8306,SYRUP; ORAL,10MG/5ML;5MG/5ML;6.25MG/5ML,PHENERGAN VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8316,TABLET; ORAL,EQ 15MG BASE,PRIMAQUINE,PRIMAQUINE PHOSPHATE
8317,INJECTABLE; INJECTION,25 UNITS/VIAL,ACTH,CORTICOTROPIN
8317,INJECTABLE; INJECTION,40 UNITS/VIAL,ACTH,CORTICOTROPIN
8319,TABLET; ORAL,100MG,BUTAZOLIDIN,PHENYLBUTAZONE
8319,CAPSULE; ORAL,100MG,BUTAZOLIDIN,PHENYLBUTAZONE
8322,TABLET; ORAL,100MG,GEMONIL,METHARBITAL
8370,INJECTABLE; INJECTION,10MG/ML,BENTYL,DICYCLOMINE HYDROCHLORIDE
8370,INJECTABLE; INJECTION,10MG/ML,BENTYL PRESERVATIVE FREE,DICYCLOMINE HYDROCHLORIDE
8372,INJECTABLE; INJECTION,40 UNITS/ML,H.P. ACTHAR GEL,CORTICOTROPIN
8372,INJECTABLE; INJECTION,80 UNITS/ML,H.P. ACTHAR GEL,CORTICOTROPIN
8378,SUSPENSION; ORAL,15MG/5ML;3.75MG/5ML;600MG/5ML,TPN,NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE
8381,SYRUP; ORAL,25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE
8381,SYRUP; ORAL,6.25MG/5ML,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE
8392,TABLET; ORAL,100MG,NYDRAZID,ISONIAZID
8402,EMULSION; TOPICAL,3%,PHISOHEX,HEXACHLOROPHENE
8414,OINTMENT; OPHTHALMIC,EQ 4% BASE,GANTRISIN,SULFISOXAZOLE DIOLAMINE
8420,SYRUP; ORAL,50MG/5ML,RIMIFON,ISONIAZID
8420,INJECTABLE; INJECTION,25MG/ML,RIMIFON,ISONIAZID
8420,INJECTABLE; INJECTION,100MG/ML,RIMIFON,ISONIAZID
8428,TABLET; ORAL,50MG,ISONIAZID,ISONIAZID
8428,TABLET; ORAL,100MG,ISONIAZID,ISONIAZID
8428,TABLET; ORAL,300MG,ISONIAZID,ISONIAZID
8453,INJECTABLE; INJECTION,500MG/VIAL,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8453,INJECTABLE; INJECTION,20MG/ML,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8453,INJECTABLE; INJECTION,50MG/ML,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8453,INJECTABLE; INJECTION,1GM/VIAL,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8472,SOLUTION; TOPICAL,5%,CYCLAINE,HEXYLCAINE HYDROCHLORIDE
8492,TABLET; ORAL,5MG,ANTRENYL,OXYPHENONIUM BROMIDE
8499,TABLET; ORAL,100MG,ISONIAZID,ISONIAZID
8499,TABLET; ORAL,300MG,ISONIAZID,ISONIAZID
8506,TABLET; ORAL,10MG,HYDROCORTONE,HYDROCORTISONE
8506,TABLET; ORAL,20MG,HYDROCORTONE,HYDROCORTISONE
8565,TABLET; ORAL,250MG,THIOSULFIL,SULFAMETHIZOLE
8565,TABLET; ORAL,500MG,THIOSULFIL,SULFAMETHIZOLE
8578,TABLET; ORAL,25MG,DARAPRIM,PYRIMETHAMINE
8592,INJECTABLE; INJECTION,EQ 0.033MG BASE/ML;2%;0.4%,RAVOCAINE AND NOVOCAIN W/ LEVOPHED,NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
8592,INJECTABLE; INJECTION,0.05MG/ML;2%;0.4%,RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
8604,SYRUP; ORAL,5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,PHENERGAN VC,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8662,INJECTABLE; INJECTION,100MG/ML,NYDRAZID,ISONIAZID
8678,TABLET; ORAL,100MG,ISONIAZID,ISONIAZID
8678,TABLET; ORAL,300MG,ISONIAZID,ISONIAZID
8682,INJECTABLE; INJECTION,10 IU/VIAL,THYTROPAR,THYROTROPIN
8693,TABLET; ORAL,50MG,FURADANTIN,NITROFURANTOIN
8693,TABLET; ORAL,100MG,FURADANTIN,NITROFURANTOIN
8697,TABLET; ORAL,10MG,CORTEF,HYDROCORTISONE
8697,TABLET; ORAL,20MG,CORTEF,HYDROCORTISONE
8697,TABLET; ORAL,5MG,CORTEF,HYDROCORTISONE
8708,CAPSULE; ORAL,10MG,DIBENZYLINE,PHENOXYBENZAMINE HYDROCHLORIDE
8719,INJECTABLE; INJECTION,2MG/ML,LEVO-DROMORAN,LEVORPHANOL TARTRATE
8720,TABLET; ORAL,2MG,LEVO-DROMORAN,LEVORPHANOL TARTRATE
8732,TABLET; ORAL,15MG,PRO-BANTHINE,PROPANTHELINE BROMIDE
8732,TABLET; ORAL,7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,PRO-BANTHINE,PROPANTHELINE BROMIDE
8762,SUSPENSION; ORAL,125MG/5ML,DILANTIN-125,PHENYTOIN
8762,SUSPENSION; ORAL,30MG/5ML,DILANTIN-30,PHENYTOIN
8767,TABLET; ORAL,50MG,HEDULIN,PHENINDIONE
8794,INJECTABLE; INJECTION,100MG/ML,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
8809,INJECTABLE; INJECTION,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML,M.V.I.-12,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
8809,INJECTABLE; INJECTION,20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML,M.V.I.-12,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
8809,INJECTABLE; INJECTION,20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML,M.V.I.-12 (WITHOUT VITAMIN K),ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
8814,INJECTABLE; INJECTION,260CSR UNIT/ML,UNITENSEN,CRYPTENAMINE ACETATES
8816,JELLY; TOPICAL,2%,XYLOCAINE,LIDOCAINE HYDROCHLORIDE
8822,INJECTABLE; INJECTION,25MG/ML,PERCORTEN,DESOXYCORTICOSTERONE PIVALATE
8826,INJECTABLE; INJECTION,10MG/ML,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
8842,TABLET; ORAL,50MG,RAUDIXIN,RAUWOLFIA SERPENTINA ROOT
8842,TABLET; ORAL,100MG,RAUDIXIN,RAUWOLFIA SERPENTINA ROOT
8843,INJECTABLE; INJECTION,30MG/VIAL,PRO-BANTHINE,PROPANTHELINE BROMIDE
8845,INJECTABLE; INJECTION,20MG/ML,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE
8845,INJECTABLE; INJECTION,50MG/ML,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE
8845,INJECTABLE; INJECTION,100MG/ML,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE
8845,INJECTABLE; INJECTION,20MG/ML,QUELICIN,SUCCINYLCHOLINE CHLORIDE
8847,INJECTABLE; INJECTION,20MG/ML,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE
8847,INJECTABLE; INJECTION,100MG/ML,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE
8848,TABLET; ORAL,2.5MG,PAMINE,METHSCOPOLAMINE BROMIDE
8848,TABLET; ORAL,5MG,PAMINE FORTE,METHSCOPOLAMINE BROMIDE
8855,CAPSULE; ORAL,500MG,MILONTIN,PHENSUXIMIDE
8857,INJECTABLE; INJECTION,25MG/ML,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
8857,INJECTABLE; INJECTION,50MG/ML,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
8867,TABLET; ORAL,2MG,RAUWILOID,ALSEROXYLON
8869,INJECTABLE; INJECTION,100MG/ML;50MG/ML,DICURIN PROCAINE,PROCAINE MERETHOXYLLINE; THEOPHYLLINE
8883,SOLUTION/DROPS; OPHTHALMIC,0.50%,OPHTHAINE,PROPARACAINE HYDROCHLORIDE
8915,TABLET; ORAL,4MG,CLISTIN,CARBINOXAMINE MALEATE
8917,OINTMENT; TOPICAL,2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,CORTEF ACETATE,HYDROCORTISONE ACETATE
8917,OINTMENT; TOPICAL,1%,CORTEF ACETATE,HYDROCORTISONE ACETATE
8922,INJECTABLE; INJECTION,200MG/ML,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM
8922,TABLET; ORAL,500MG,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM
8943,TABLET; ORAL,125MG,DIAMOX,ACETAZOLAMIDE
8943,TABLET; ORAL,250MG,DIAMOX,ACETAZOLAMIDE
8951,TABLET; ORAL,1.25MG,PAGITANE,CYCRIMINE HYDROCHLORIDE
8951,TABLET; ORAL,2.5MG,PAGITANE,CYCRIMINE HYDROCHLORIDE
8955,ELIXIR; ORAL,4MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,CLISTIN,CARBINOXAMINE MALEATE
8975,INJECTABLE; INJECTION,40 UNITS/ML,PURIFIED CORTROPHIN GEL,CORTICOTROPIN
8975,INJECTABLE; INJECTION,80 UNITS/ML,PURIFIED CORTROPHIN GEL,CORTICOTROPIN
8983,INJECTABLE; INJECTION,50MG/ML,ARFONAD,TRIMETHAPHAN CAMSYLATE
9000,SUPPOSITORY; RECTAL,100MG;2MG,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE
9008,SOLUTION; INTRAUTERINE,53%,SALPIX,ACETRIZOATE SODIUM
9018,"OINTMENT; OPHTHALMIC, OTIC",1.50%,HYDROCORTONE,HYDROCORTISONE ACETATE
9048,CAPSULE; ORAL,10MG,8-MOP,METHOXSALEN
9048,LOTION; TOPICAL,1%,OXSORALEN,METHOXSALEN
9052,POWDER; ORAL,EQ 500MG BASE/GM,REZIPAS,AMINOSALICYLIC ACID RESIN COMPLEX
9053,TABLET; ORAL,50MG,PURINETHOL,MERCAPTOPURINE
9078,TABLET; ORAL,10MG,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE
9078,TABLET; ORAL,50MG,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE
9078,TABLET; ORAL,100MG,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE
9087,TABLET; SUBLINGUAL,1MG,HYDERGINE,ERGOLOID MESYLATES
9087,TABLET; SUBLINGUAL,0.5MG,HYDERGINE,ERGOLOID MESYLATES
9088,INJECTABLE; INJECTION,250MG/ML,NEOTHYLLINE,DYPHYLLINE
9102,SYRUP; ORAL,EQ 500MG BASE/5ML,ANTEPAR,PIPERAZINE CITRATE
9102,TABLET; ORAL,EQ 500MG BASE,ANTEPAR,PIPERAZINE CITRATE
9108,TABLET; ORAL,50MG,RAUVAL,RAUWOLFIA SERPENTINA ROOT
9108,TABLET; ORAL,100MG,RAUVAL,RAUWOLFIA SERPENTINA ROOT
9112,LOTION; TOPICAL,10%,EURAX,CROTAMITON
9115,TABLET; ORAL,0.1MG,SERPASIL,RESERPINE
9115,TABLET; ORAL,0.25MG,SERPASIL,RESERPINE
9115,TABLET; ORAL,1MG,SERPASIL,RESERPINE
9115,ELIXIR; ORAL,0.2MG/4ML,SERPASIL,RESERPINE
9127,TABLET; ORAL,20MG,CORTRIL,HYDROCORTISONE
9127,TABLET; ORAL,10MG,CORTRIL,HYDROCORTISONE
9149,TABLET; ORAL,10MG,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,TABLET; ORAL,25MG,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,INJECTABLE; INJECTION,25MG/ML,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,TABLET; ORAL,50MG,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,TABLET; ORAL,100MG,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,TABLET; ORAL,200MG,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,SYRUP; ORAL,10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,SUPPOSITORY; RECTAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,THORAZINE,CHLORPROMAZINE
9149,CONCENTRATE; ORAL,30MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9149,SUPPOSITORY; RECTAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,THORAZINE,CHLORPROMAZINE
9149,CONCENTRATE; ORAL,100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE
9164,INJECTABLE; INJECTION,25MG/ML,CORTRIL,HYDROCORTISONE ACETATE
9165,INJECTABLE; INJECTION,200MG/ML,DELATESTRYL,TESTOSTERONE ENANTHATE
9165,INJECTABLE; INJECTION,200MG/ML,DELATESTRYL,TESTOSTERONE ENANTHATE
9166,INJECTABLE; INJECTION,225MG/AMP,HYDROXYSTILBAMIDINE ISETHIONATE,HYDROXYSTILBAMIDINE ISETHIONATE
9170,TABLET; ORAL,250MG,MYSOLINE,PRIMIDONE
9170,TABLET; ORAL,50MG,MYSOLINE,PRIMIDONE
9175,SUSPENSION; ORAL,25MG/5ML,FURADANTIN,NITROFURANTOIN
9176,OINTMENT; TOPICAL,1%,CORTRIL,HYDROCORTISONE
9176,OINTMENT; TOPICAL,2.50%,CORTRIL,HYDROCORTISONE
9182,SYRUP; ORAL,EQ 500MG BASE/5ML,GANTRISIN,SULFISOXAZOLE ACETYL
9182,SUSPENSION; ORAL,EQ 500MG BASE/5ML,GANTRISIN PEDIATRIC,SULFISOXAZOLE ACETYL
9182,EMULSION; ORAL,EQ 1GM BASE/5ML,LIPO GANTRISIN,SULFISOXAZOLE ACETYL
9190,"OIL; INTRALYMPHATIC, INTRAUTERINE",99%,ETHIODOL,ETHIODIZED OIL
9193,TABLET; ORAL,2MG,COGENTIN,BENZTROPINE MESYLATE
9193,TABLET; ORAL,1MG,COGENTIN,BENZTROPINE MESYLATE
9193,TABLET; ORAL,0.5MG,COGENTIN,BENZTROPINE MESYLATE
9215,TABLET; ORAL,2MG,RAUTENSIN,ALSEROXYLON
9217,TABLET; ORAL,260CSR UNIT,UNITENSEN,CRYPTENAMINE TANNATES
9218,TABLET; ORAL,10MG,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,5MG,COUMADIN,WARFARIN SODIUM
9218,INJECTABLE; INJECTION,75MG/VIAL,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,2MG,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,7.5MG,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,2.5MG,COUMADIN,WARFARIN SODIUM
9218,INJECTABLE; INJECTION,50MG/VIAL,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,1MG,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,4MG,COUMADIN,WARFARIN SODIUM
9218,INJECTABLE; INJECTION,5MG/VIAL,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,3MG,COUMADIN,WARFARIN SODIUM
9218,TABLET; ORAL,6MG,COUMADIN,WARFARIN SODIUM
9238,INJECTABLE; INJECTION,50MG/ML,PROGESTERONE,PROGESTERONE
9238,INJECTABLE; INJECTION,25MG/ML,PROGESTERONE,PROGESTERONE
9255,TABLET; ORAL,100MG,WOLFINA,RAUWOLFIA SERPENTINA ROOT
9255,TABLET; ORAL,50MG,WOLFINA,RAUWOLFIA SERPENTINA ROOT
9268,"TABLET, DELAYED RELEASE; ORAL",100MG,CHOLEDYL,OXTRIPHYLLINE
9268,"TABLET, DELAYED RELEASE; ORAL",200MG,CHOLEDYL,OXTRIPHYLLINE
9268,SYRUP; ORAL,50MG/5ML,CHOLEDYL,OXTRIPHYLLINE
9268,SOLUTION; ORAL,100MG/5ML,CHOLEDYL,OXTRIPHYLLINE
9273,TABLET; ORAL,50MG,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT
9273,TABLET; ORAL,100MG,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT
9276,TABLET; ORAL,50MG,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT
9276,TABLET; ORAL,100MG,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT
9276,TABLET; ORAL,50MG,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT
9278,TABLET; ORAL,50MG,KOGLUCOID,RAUWOLFIA SERPENTINA ROOT
9278,TABLET; ORAL,100MG,KOGLUCOID,RAUWOLFIA SERPENTINA ROOT
9282,INJECTABLE; INJECTION,0.2MG/ML,CEDILANID-D,DESLANOSIDE
9296,TABLET; ORAL,50MG;0.2MG,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE
9296,TABLET; ORAL,25MG;0.1MG,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE
9309,SUSPENSION; INTRATRACHEAL,50%,DIONOSIL AQUEOUS,PROPYLIODONE
9309,SUSPENSION; INTRATRACHEAL,60%,DIONOSIL OILY,PROPYLIODONE
9319,SYRUP; ORAL,12.5MG/5ML;10MG/5ML,AMBENYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE
9321,INJECTABLE; INJECTION,20%,CHOLOGRAFIN SODIUM,IODIPAMIDE SODIUM
9321,INJECTABLE; INJECTION,52%,CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE
9321,INJECTABLE; INJECTION,10.30%,CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE
9330,INJECTABLE; INJECTION,0.25MG/ML,LANOXIN,DIGOXIN
9330,INJECTABLE; INJECTION,0.1MG/ML,LANOXIN PEDIATRIC,DIGOXIN
9344,INJECTABLE; INJECTION,50MG/ML,HISTALOG,BETAZOLE HYDROCHLORIDE
9357,TABLET; ORAL,0.1MG,RAU-SED,RESERPINE
9357,TABLET; ORAL,0.25MG,RAU-SED,RESERPINE
9357,TABLET; ORAL,0.5MG,RAU-SED,RESERPINE
9357,TABLET; ORAL,1MG,RAU-SED,RESERPINE
9372,INJECTABLE; INJECTION,10MG/ML,ANSOLYSEN,PENTOLINIUM TARTRATE
9376,TABLET; ORAL,0.25MG,SANDRIL,RESERPINE
